Level 1,Level 2 ,Cell Type ,Effect ID,Experiment ID,Term,platform_id,comparison_id,Estimate,-log(FDR),stage,Group Size,Disease Name,fdr
Stromal,Endothelial cell,endothelial cell,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,0.004544628,1.279123369,datasets,19 | 14,atopic,0.052586786
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,-0.001108663,0.642266066,datasets,19 | 14,atopic,0.227894547
Stromal,Endothelial cell,vein endothelial cell,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,6.936576572e-09,0.276437694,datasets,19 | 14,atopic,0.529129903
Stromal,Endothelial cell,artery endothelial cell,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,5.328492751e-09,0.123830836,datasets,19 | 14,atopic,0.751915720
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,0.002258711,0.964026160,datasets,19 | 14,atopic,0.108636018
Stromal,Fibroblast,fibroblast,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,0.003022614,0.328469612,datasets,19 | 14,atopic,0.469386277
Stromal,Fibroblast,structural skin fibroblast,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,-0.000794506,0.048508117,datasets,19 | 14,atopic,0.894317816
Stromal,Stromal cell,pericyte,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,-0.000256868,0.118082787,datasets,19 | 14,atopic,0.761933752
Stromal,Stromal cell,noncontractile pericyte,AD,GSE60709,DZ_vs_HC,skin_v1,AD__GSE60709__GPL6947__AD_vs_HC,3.904324263e-05,0.019067436,datasets,19 | 14,atopic,0.957045453
,,contractile pericyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000770410,0.621390801,datasets,14 | 8,atopic,0.239116309
Epithelial,Epithelial cell,prickle cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.000115422,1.959679103,datasets,14 | 8,atopic,0.010972887
Epithelial,Epithelial cell,basal cell of epidermis,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.004635460,1.442732277,datasets,14 | 8,atopic,0.036080099
Epithelial,Epithelial cell,melanocyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.001638222,1.019824607,datasets,14 | 8,atopic,0.095537834
Epithelial,Epithelial cell,granular cell of epidermis,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.002980708,0.537717098,datasets,14 | 8,atopic,0.289923155
Epithelial,Epithelial cell,keratinocyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.001299099,0.108598196,datasets,14 | 8,atopic,0.778756714
Immune,B cell,plasma cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.001077860,1.167178826,datasets,14 | 8,atopic,0.068048910
Immune,B cell,B cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.001077860,1.167178826,datasets,14 | 8,atopic,0.068048910
Immune,Dendritic cell,conventional dendritic cell 2,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.001792478,2.496237545,datasets,14 | 8,atopic,0.003189793
Immune,Dendritic cell,Langerhans cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.001024309,1.360839838,datasets,14 | 8,atopic,0.043567251
Immune,Dendritic cell,migratory conventional dendritic cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.000581578,0.621390801,datasets,14 | 8,atopic,0.239116309
Immune,Dendritic cell,dendritic cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000257439,0.035374142,datasets,14 | 8,atopic,0.921776980
Immune,Granulocyte,mast cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000212582,0.426624256,datasets,14 | 8,atopic,0.374434403
Immune,Granulocyte,granulocyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000212582,0.426624256,datasets,14 | 8,atopic,0.374434403
Immune,Innate lymphoid cell,innate lymphoid cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,1.895955974e-05,0.062577921,datasets,14 | 8,atopic,0.865808967
Immune,Innate lymphoid cell,natural killer cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,2.860374331e-08,0,datasets,14 | 8,atopic,1
Immune,Macrophage,macrophage,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.005071477,2.496237545,datasets,14 | 8,atopic,0.003189793
Immune,Monocyte,monocyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,2.069693339e-09,0.048509501,datasets,14 | 8,atopic,0.894314966
Immune,T cell,regulatory T cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.001519779,2.496237545,datasets,14 | 8,atopic,0.003189793
Immune,T cell,CD4+ T cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.002169361,2.140849887,datasets,14 | 8,atopic,0.007230197
Immune,T cell,resident memory CD8+ T cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000223141,1.360839838,datasets,14 | 8,atopic,0.043567251
Immune,T cell,CD4+ memory T cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000684967,1.167178826,datasets,14 | 8,atopic,0.068048910
Immune,T cell,CD8+ T cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000242719,1.167178826,datasets,14 | 8,atopic,0.068048910
Immune,T cell,effector memory CD8+ T cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,2.072697443e-07,0.353349228,datasets,14 | 8,atopic,0.443252070
Stromal,Endothelial cell,vein endothelial cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,5.305259586e-09,0.572434504,datasets,14 | 8,atopic,0.267648920
Stromal,Endothelial cell,capillary endothelial cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000711087,0.471717672,datasets,14 | 8,atopic,0.337506645
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.001037810,0.471717672,datasets,14 | 8,atopic,0.337506645
Stromal,Endothelial cell,artery endothelial cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,3.334973709e-08,0.440451617,datasets,14 | 8,atopic,0.362700691
Stromal,Endothelial cell,endothelial cell,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,4.263090847e-05,0,datasets,14 | 8,atopic,1
Stromal,Fibroblast,fibroblast,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.006099046,0.694833835,datasets,14 | 8,atopic,0.201913876
Stromal,Fibroblast,structural skin fibroblast,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.005967424,0.585800385,datasets,14 | 8,atopic,0.259537200
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,-0.000733567,0.572434504,datasets,14 | 8,atopic,0.267648920
Stromal,Stromal cell,noncontractile pericyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.000371101,1.117420508,datasets,14 | 8,atopic,0.076309655
Stromal,Stromal cell,pericyte,AD,GSE75890,DZ_vs_HC,skin_v1,AD__GSE75890__GPL17692__AD_vs_HC,0.001129686,1.019824607,datasets,14 | 8,atopic,0.095537834
,,contractile pericyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.001717129,2.334411931,datasets,79 | 29,atopic,0.004630075
Epithelial,Epithelial cell,melanocyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.002280815,2.372902429,datasets,79 | 29,atopic,0.004237382
Epithelial,Epithelial cell,basal cell of epidermis,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.004218328,2.263362323,datasets,79 | 29,atopic,0.005453027
Epithelial,Epithelial cell,keratinocyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.008754487,1.751174584,datasets,79 | 29,atopic,0.017734764
Epithelial,Epithelial cell,granular cell of epidermis,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.005956158,0.943481692,datasets,79 | 29,atopic,0.113898580
Epithelial,Epithelial cell,prickle cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-3.987690327e-05,0.652907921,datasets,79 | 29,atopic,0.222378133
Immune,B cell,plasma cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.000469966,0.631260559,datasets,79 | 29,atopic,0.233743445
Immune,B cell,B cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.000469966,0.631260559,datasets,79 | 29,atopic,0.233743445
Immune,Dendritic cell,Langerhans cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.000425454,0.767808613,datasets,79 | 29,atopic,0.170683440
Immune,Dendritic cell,conventional dendritic cell 2,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.000996292,0.694541749,datasets,79 | 29,atopic,0.202049719
Immune,Dendritic cell,dendritic cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.001211762,0.684742679,datasets,79 | 29,atopic,0.206660426
Immune,Dendritic cell,migratory conventional dendritic cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.000387887,0.625288198,datasets,79 | 29,atopic,0.236980058
Immune,Granulocyte,mast cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.000989259,3.875290887,datasets,79 | 29,atopic,0.000133263
Immune,Granulocyte,granulocyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.000989259,3.875290887,datasets,79 | 29,atopic,0.000133263
Immune,Innate lymphoid cell,natural killer cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.002127289,2.313438676,datasets,79 | 29,atopic,0.004859161
Immune,Innate lymphoid cell,innate lymphoid cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-1.698170961e-05,0.162639792,datasets,79 | 29,atopic,0.687638538
Immune,Macrophage,macrophage,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.006402582,3.875290887,datasets,79 | 29,atopic,0.000133263
Immune,Monocyte,monocyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-1.386579141e-07,0.232465920,datasets,79 | 29,atopic,0.585509680
Immune,T cell,regulatory T cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.001588996,3.006727865,datasets,79 | 29,atopic,0.000984628
Immune,T cell,CD4+ T cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.002683147,2.819018057,datasets,79 | 29,atopic,0.001516987
Immune,T cell,CD4+ memory T cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.001042941,1.322858809,datasets,79 | 29,atopic,0.047548979
Immune,T cell,effector memory CD8+ T cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-3.686959872e-05,0.721829666,datasets,79 | 29,atopic,0.189744997
Immune,T cell,resident memory CD8+ T cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,5.386649864e-05,0.663223538,datasets,79 | 29,atopic,0.217158315
Immune,T cell,CD8+ T cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-5.246383911e-05,0.434493776,datasets,79 | 29,atopic,0.367710663
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.003759564,3.875290887,datasets,79 | 29,atopic,0.000133263
Stromal,Endothelial cell,endothelial cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.001981522,1.164893686,datasets,79 | 29,atopic,0.068407909
Stromal,Endothelial cell,capillary endothelial cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.001858928,0.959922581,datasets,79 | 29,atopic,0.109667368
Stromal,Endothelial cell,vein endothelial cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,1.152397656e-07,0.631416131,datasets,79 | 29,atopic,0.233659729
Stromal,Endothelial cell,artery endothelial cell,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-4.643570412e-07,0.578034275,datasets,79 | 29,atopic,0.264220022
Stromal,Fibroblast,structural skin fibroblast,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.017295003,5.379119100,datasets,79 | 29,atopic,4.177157976e-06
Stromal,Fibroblast,fibroblast,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.015679857,4.653099379,datasets,79 | 29,atopic,2.222801194e-05
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,0.000561124,0.203153930,datasets,79 | 29,atopic,0.626391809
Stromal,Stromal cell,pericyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.002023040,2.263362323,datasets,79 | 29,atopic,0.005453027
Stromal,Stromal cell,noncontractile pericyte,AD,GSE107361,DZ_vs_HC,skin_v1,AD__GSE107361__GPL570__AD_vs_HC,-0.000330108,0.802106004,datasets,79 | 29,atopic,0.157722625
,,contractile pericyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.000757214,1.769396326,datasets,54 | 38,atopic,0.017006059
Epithelial,Epithelial cell,melanocyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.008145481,0.746915444,datasets,54 | 38,atopic,0.179095451
Epithelial,Epithelial cell,prickle cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,4.558647309e-05,0.508893964,datasets,54 | 38,atopic,0.309817564
Epithelial,Epithelial cell,keratinocyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.013201656,0.398517436,datasets,54 | 38,atopic,0.399468523
Epithelial,Epithelial cell,basal cell of epidermis,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.004139536,0.209964952,datasets,54 | 38,atopic,0.616644763
Epithelial,Epithelial cell,granular cell of epidermis,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.005463815,0.187216011,datasets,54 | 38,atopic,0.649806407
Immune,B cell,plasma cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-2.950930209e-05,2.091927520,datasets,54 | 38,atopic,0.008092309
Immune,B cell,B cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-2.950930209e-05,2.091927520,datasets,54 | 38,atopic,0.008092309
Immune,Dendritic cell,Langerhans cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.000554497,1.110141939,datasets,54 | 38,atopic,0.077599346
Immune,Dendritic cell,dendritic cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.000560280,1.110141939,datasets,54 | 38,atopic,0.077599346
Immune,Dendritic cell,conventional dendritic cell 2,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,3.986280934e-07,0.368193922,datasets,54 | 38,atopic,0.428357207
Immune,Dendritic cell,migratory conventional dendritic cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-9.539867470e-07,0.169494522,datasets,54 | 38,atopic,0.676870331
Immune,Granulocyte,mast cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-6.206493842e-05,0.508893964,datasets,54 | 38,atopic,0.309817564
Immune,Granulocyte,granulocyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-6.206493842e-05,0.508893964,datasets,54 | 38,atopic,0.309817564
Immune,Innate lymphoid cell,natural killer cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.002369734,2.091927520,datasets,54 | 38,atopic,0.008092309
Immune,Innate lymphoid cell,innate lymphoid cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,9.224594100e-05,0.216505003,datasets,54 | 38,atopic,0.607428265
Immune,Macrophage,macrophage,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.028271592,6.504132988,datasets,54 | 38,atopic,3.132326411e-07
Immune,Monocyte,monocyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,7.195493057e-07,0.312554811,datasets,54 | 38,atopic,0.486906071
Immune,T cell,CD4+ T cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.001359905,3.779844797,datasets,54 | 38,atopic,0.000166018
Immune,T cell,regulatory T cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.000977138,3.323292589,datasets,54 | 38,atopic,0.000475015
Immune,T cell,resident memory CD8+ T cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.000951836,0.431999315,datasets,54 | 38,atopic,0.369828763
Immune,T cell,CD8+ T cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.000952612,0.431999315,datasets,54 | 38,atopic,0.369828763
Immune,T cell,CD4+ memory T cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,8.037840893e-06,0.400949212,datasets,54 | 38,atopic,0.397238001
Immune,T cell,effector memory CD8+ T cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-2.073138172e-06,0.229546099,datasets,54 | 38,atopic,0.589459405
Stromal,Endothelial cell,capillary endothelial cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.010718306,6.525772418,datasets,54 | 38,atopic,2.980077659e-07
Stromal,Endothelial cell,lymphatic endothelial cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.011723038,3.146028581,datasets,54 | 38,atopic,0.000714449
Stromal,Endothelial cell,endothelial cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.001606307,0.365194618,datasets,54 | 38,atopic,0.431325746
Stromal,Endothelial cell,vein endothelial cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,4.802163911e-05,0.312554811,datasets,54 | 38,atopic,0.486906071
Stromal,Endothelial cell,artery endothelial cell,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,7.537787176e-07,0.216505003,datasets,54 | 38,atopic,0.607428265
Stromal,Fibroblast,inflammatory skin fibroblast,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,8.081174986e-05,3.779844797,datasets,54 | 38,atopic,0.000166018
Stromal,Fibroblast,fibroblast,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.042340173,3.146028581,datasets,54 | 38,atopic,0.000714449
Stromal,Fibroblast,structural skin fibroblast,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.042510405,3.146028581,datasets,54 | 38,atopic,0.000714449
Stromal,Stromal cell,noncontractile pericyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,0.000244278,0.056944628,datasets,54 | 38,atopic,0.877112646
Stromal,Stromal cell,pericyte,AD,GSE121212,DZ_vs_HC,skin_v1,AD__GSE121212__GPL16791__AD_vs_HC,-0.000326753,0.056944628,datasets,54 | 38,atopic,0.877112646
,,contractile pericyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.002054034,5.300347063,datasets,93 | 20,atopic,5.007868741e-06
Epithelial,Epithelial cell,melanocyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.002239311,3.541897819,datasets,93 | 20,atopic,0.000287146
Epithelial,Epithelial cell,basal cell of epidermis,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.003062658,2.734058217,datasets,93 | 20,atopic,0.001844768
Epithelial,Epithelial cell,keratinocyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.003805351,0.909610839,datasets,93 | 20,atopic,0.123137168
Epithelial,Epithelial cell,prickle cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,9.061003195e-07,0.154906729,datasets,93 | 20,atopic,0.699992313
Epithelial,Epithelial cell,granular cell of epidermis,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.000185116,0.036633800,datasets,93 | 20,atopic,0.919107267
Immune,B cell,plasma cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.000816985,1.121789993,datasets,93 | 20,atopic,0.075545745
Immune,B cell,B cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.000816985,1.121789993,datasets,93 | 20,atopic,0.075545745
Immune,Dendritic cell,conventional dendritic cell 2,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.003924406,7.871800632,datasets,93 | 20,atopic,1.343381514e-08
Immune,Dendritic cell,dendritic cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.004337735,6.748756116,datasets,93 | 20,atopic,1.783379970e-07
Immune,Dendritic cell,migratory conventional dendritic cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.000197959,0.206724261,datasets,93 | 20,atopic,0.621263357
Immune,Dendritic cell,Langerhans cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,5.745301607e-05,0.092920550,datasets,93 | 20,atopic,0.807382721
Immune,Granulocyte,mast cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.000780283,4.587371421,datasets,93 | 20,atopic,2.586000346e-05
Immune,Granulocyte,granulocyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.000780283,4.587371421,datasets,93 | 20,atopic,2.586000346e-05
Immune,Innate lymphoid cell,natural killer cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.002144375,2.770654909,datasets,93 | 20,atopic,0.001695685
Immune,Innate lymphoid cell,innate lymphoid cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,3.888351605e-05,0.852253706,datasets,93 | 20,atopic,0.140522638
Immune,Macrophage,macrophage,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.007442210,5.083330116,datasets,93 | 20,atopic,8.254103008e-06
Immune,Monocyte,monocyte,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-9.155607987e-08,0.092920550,datasets,93 | 20,atopic,0.807382721
Immune,T cell,CD4+ T cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.005811187,8.744876405,datasets,93 | 20,atopic,1.799382926e-09
Immune,T cell,CD4+ memory T cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.002911248,8.744876405,datasets,93 | 20,atopic,1.799382926e-09
Immune,T cell,regulatory T cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,0.002870696,7.239362755,datasets,93 | 20,atopic,5.762849060e-08
Immune,T cell,CD8+ T cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,7.310921800e-05,6.253935928,datasets,93 | 20,atopic,5.572679574e-07
Immune,T cell,resident memory CD8+ T cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,7.003654024e-05,5.439694443,datasets,93 | 20,atopic,3.633335958e-06
Immune,T cell,effector memory CD8+ T cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,8.622793083e-05,5.112252954,datasets,93 | 20,atopic,7.722306694e-06
Stromal,Endothelial cell,endothelial cell,AD,GSE130588,DZ_vs_HC,skin_v1,AD__GSE130588__GPL570__AD_vs_HC,-0.004917124,4.583795598,datasets,93 | 20,atopic,2.607380432e-05
